"primaryName","birthYear","deathYear","nconst","nconst_short"
John McVeigh,"1875","1914",nm0574681,nm0574681
Edward McWade,"1865","1943",nm0574737,nm0574737
Margaret McWade,"1872","1956",nm0574739,nm0574739
Tommy Mead,\N,\N,nm0574932,nm0574932
George Meehan,"1891","1947",nm0576037,nm0576037
Kate Meeks,"1838","1925",nm0576146,nm0576146
Christine van Meeteren,"1885","1973",nm0576245,nm0576245
Paul Meffert,"1880","1965",nm0576268,nm0576268
Thomas Meighan,"1879","1936",nm0576762,nm0576762
Julie Meijer,"1878","1963",nm0576791,nm0576791
Henri Meilhac,"1831","1897",nm0576830,nm0576830
Rudolf Meinert,"1882","1943",nm0576901,nm0576901
Georges Melchior,"1889","1944",nm0577476,nm0577476
George Melford,"1877","1961",nm0577654,nm0577654
Gaston Méliès,"1852","1915",nm0577734,nm0577734
Svend Melsing,"1888","1946",nm0578358,nm0578358
Harold Meltzer,"1888","1974",nm0578428,nm0578428
E. Melville,\N,\N,nm0578469,nm0578469
George D. Melville,"1857","1917",nm0578476,nm0578476
Daniel Mendaille,"1885","1963",nm0578805,nm0578805
Harriette Mendel,\N,\N,nm0578820,nm0578820
Henri Ménessier,"1882","1948",nm0579494,nm0579494
Louis Mercanton,"1879","1932",nm0580197,nm0580197
Verna Mersereau,"1894",\N,nm0580317,nm0580317
Lois Meredith,"1890","1967",nm0580609,nm0580609
Bess Meredyth,"1890","1969",nm0580648,nm0580648
Philip Merivale,"1886","1946",nm0580882,nm0580882
Iva Merlin,\N,\N,nm0581004,nm0581004
Clarence Merrick,\N,\N,nm0581194,nm0581194
George Merriman,"1879","1934",nm0581353,nm0581353
Claire Mersereau,"1894","1982",nm0581493,nm0581493
Violet Mersereau,"1892","1975",nm0581499,nm0581499
Gaston Mervale,"1866","1959",nm0581653,nm0581653
Anne Merwin,"1887","1962",nm0581682,nm0581682
Bannister Merwin,"1873","1922",nm0581683,nm0581683
Emilio Mesejo,"1864","1931",nm0581816,nm0581816
Howard Missimer,"1867","1917",nm0582212,nm0582212
Oskar Messter,"1866","1943",nm0582268,nm0582268
Señora Mestres,\N,\N,nm0582340,nm0582340
Metas,\N,\N,nm0582380,nm0582380
Arthur Metcalfe,"1875","1960",nm0582440,nm0582440
Earl Metcalfe,"1889","1928",nm0582452,nm0582452
Alice A. Methley,"1871","1934",nm0582539,nm0582539
H.W. Metman,\N,\N,nm0582571,nm0582571
Anni Mewes,"1895","1980",nm0582937,nm0582937
Johannes Meyer,"1884","1972",nm0583207,nm0583207
Torben Meyer,"1884","1975",nm0583395,nm0583395
Ray Myers,"1889","1956",nm0583645,nm0583645
Sophus Michaëlis,"1865","1932",nm0584273,nm0584273
Beatriz Michelena,"1890","1942",nm0584955,nm0584955
Teresa Michelena,"1881","1963",nm0584959,nm0584959
Miriam Michelson,"1870","1942",nm0585128,nm0585128
Edwin Middleton,"1865","1929",nm0585495,nm0585495
George W. Middleton,"1833","1916",nm0585503,nm0585503
Mrs. Middleton,"1867","1938",nm0585544,nm0585544
Thomas B. Middleton,"1875","1945",nm0585575,nm0585575
Frances Midgeley,\N,\N,nm0585596,nm0585596
Fanny Midgley,"1879","1932",nm0585605,nm0585605
Hans Mierendorff,"1882","1955",nm0585785,nm0585785
Boris Mikhin,"1879","1963",nm0586506,nm0586506
Robert Milasch,"1885","1954",nm0586903,nm0586903
David Miles,"1871","1915",nm0587097,nm0587097
Herbert Miles,\N,\N,nm0587134,nm0587134
Nelson Appleton Miles,"1839","1925",nm0587205,nm0587205
Bliss Milford,"1886","1970",nm0587329,nm0587329
Darius Milhaud,"1892","1974",nm0587366,nm0587366
Ivy Millais,"1883","1969",nm0587610,nm0587610
Millar,\N,\N,nm0587646,nm0587646
Harry F. Millarde,"1885","1931",nm0587754,nm0587754
Rube Miller,"1886","1927",nm0587829,nm0587829
Arthur C. Miller,"1895","1970",nm0587926,nm0587926
Ashley Miller,"1867","1949",nm0587929,nm0587929
Charles Miller,"1857","1936",nm0588056,nm0588056
Elizabeth Miller,\N,\N,nm0588295,nm0588295
Harold Louis Miller,\N,\N,nm0588445,nm0588445
Josephine Miller,"1892","1978",nm0588675,nm0588675
Walter Miller,"1892","1940",nm0589494,nm0589494
Bertram Millhauser,"1892","1958",nm0589616,nm0589616
Thomas R. Mills,"1878","1953",nm0590205,nm0590205
Maud Milton,"1859","1945",nm0590691,nm0590691
Mimir,\N,\N,nm0590798,nm0590798
Charlotte Mineau,"1886","1979",nm0591103,nm0591103
Mary Miles Minter,"1902","1984",nm0591704,nm0591704
Luis Mir,\N,\N,nm0591917,nm0591917
Octave Mirbeau,"1850","1917",nm0592282,nm0592282
María Miró,\N,\N,nm0592634,nm0592634
Mistinguett,"1875","1956",nm0592965,nm0592965
Mime Misu,"1888","1953",nm0593010,nm0593010
Belle Mitchell,"1889","1979",nm0593146,nm0593146
Bruce Mitchell,"1880","1952",nm0593180,nm0593180
Dodson Mitchell,"1868","1939",nm0593282,nm0593282
Howard M. Mitchell,"1883","1958",nm0593392,nm0593392
Rhea Mitchell,"1890","1957",nm0593671,nm0593671
D. Mitsoras,"1877",\N,nm0594044,nm0594044
Olive Mix,"1887","1972",nm0594287,nm0594287
Tom Mix,"1880","1940",nm0594291,nm0594291
Wilson Mizner,"1876","1933",nm0594594,nm0594594
Ben Model,"1962",\N,nm0595213,nm0595213
Felix Modjeska,"1887","1940",nm0595306,nm0595306
Gaston Modot,"1887","1970",nm0595321,nm0595321
Victor Mogens,\N,\N,nm0595713,nm0595713
Earl Mohan,"1889","1928",nm0595907,nm0595907
Alexander Moissi,"1879","1935",nm0596218,nm0596218
Karin Molander,"1889","1978",nm0596417,nm0596417
Molière,"1622","1673",nm0596942,nm0596942
Constance Mollineaux,"1893","1983",nm0597067,nm0597067
Ferenc Molnár,"1878","1952",nm0597175,nm0597175
Georges Monca,"1867","1939",nm0597597,nm0597597
William V. Mong,"1875","1940",nm0597995,nm0597995
G. Monleone,\N,\N,nm0598293,nm0598293
Fred Montague,"1864","1919",nm0598767,nm0598767
Gladys Montague,\N,\N,nm0598769,nm0598769
Blanche Montel,"1902","1998",nm0599275,nm0599275
Frank Montgomery,"1870","1944",nm0599781,nm0599781
James Montgomery,"1878","1966",nm0599800,nm0599800
Carlo Montuori,"1885","1968",nm0600341,nm0600341
Clement Moore,"1779","1863",nm0601061,nm0601061
Eugene Moore,\N,\N,nm0601190,nm0601190
Frank Moore,"1880","1924",nm0601212,nm0601212
Jacqueline Moore,\N,\N,nm0601303,nm0601303
Joyce Moore,"1894",\N,nm0601427,nm0601427
Lucia Moore,"1867","1932",nm0601534,nm0601534
Marcia Moore,"1891","1920",nm0601556,nm0601556
Mary Moore,"1890","1919",nm0601587,nm0601587
Matt Moore,"1888","1960",nm0601596,nm0601596
Owen Moore,"1884","1939",nm0601698,nm0601698
Thomas Moore,"1779","1852",nm0601940,nm0601940
Tom Moore,"1883","1955",nm0601962,nm0601962
Atila Moraes,\N,"1948",nm0602404,nm0602404
Juan Morales,\N,\N,nm0602663,nm0602663
Lee Moran,"1888","1961",nm0602905,nm0602905
Percy Moran,"1886","1958",nm0602956,nm0602956
Polly Moran,"1883","1952",nm0602959,nm0602959
Raoul Morand,\N,\N,nm0603011,nm0603011
Edward A. Morange,"1865","1955",nm0603050,nm0603050
Francisco Morano,\N,\N,nm0603064,nm0603064
Émile Moreau,"1877","1959",nm0603447,nm0603447
Beatrice Moreland,"1877","1958",nm0603650,nm0603650
Erna Morena,"1885","1962",nm0603803,nm0603803
Antonio Moreno,"1887","1967",nm0603875,nm0603875
Harry T. Morey,"1873","1936",nm0604384,nm0604384
Charles Morgan,\N,\N,nm0604546,nm0604546
Fred Morgan,"1878","1941",nm0604658,nm0604658
George Morgan,"1854","1936",nm0604679,nm0604679
Joan Morgan,"1905","2004",nm0604759,nm0604759
Samuel Morgan,\N,\N,nm0605017,nm0605017
Louis Morisette,"1891",\N,nm0605660,nm0605660
Laurent Morléas,"1888","1942",nm0605849,nm0605849
Camille de Morlhon,"1869","1952",nm0605942,nm0605942
Louis Morrell,"1873","1945",nm0606264,nm0606264
Dave Morris,"1884","1955",nm0606470,nm0606470
Flora Morris,"1887","1953",nm0606530,nm0606530
Lee Morris,"1863","1933",nm0606725,nm0606725
Reggie Morris,"1886","1928",nm0606878,nm0606878
Richard Morris,"1862","1924",nm0606887,nm0606887
Ruth E. Morris,\N,\N,nm0606913,nm0606913
William Morris,"1861","1936",nm0607008,nm0607008
Adrienne Morrison,"1883","1940",nm0607056,nm0607056
Arthur Morrison,"1877","1950",nm0607074,nm0607074
Chick Morrison,"1878","1924",nm0607104,nm0607104
James Morrison,"1888","1974",nm0607174,nm0607174
Louis Morrison,"1866","1946",nm0607231,nm0607231
Pete Morrison,"1890","1973",nm0607273,nm0607273
Elmer Morrow,"1887","1975",nm0607490,nm0607490
Honore Morrow,"1880","1940",nm0607500,nm0607500
Clara Morse,\N,\N,nm0607588,nm0607588
Edmund Mortimer,"1874","1944",nm0607864,nm0607864
Morton,\N,\N,nm0607912,nm0607912
Cyril Morton,\N,\N,nm0607951,nm0607951
James C. Morton,"1884","1942",nm0608000,nm0608000
Martha Morton,"1865","1925",nm0608047,nm0608047
May Morton,\N,\N,nm0608051,nm0608051
Walter Morton,"1875","1926",nm0608108,nm0608108
Alfred Huger Moses Jr.,"1874",\N,nm0608551,nm0608551
Charles Mosnier,"1865","1924",nm0608870,nm0608870
George Moss,\N,\N,nm0608971,nm0608971
Alfred Moul,"1852","1924",nm0609678,nm0609678
Paul Mounet,"1847","1922",nm0609813,nm0609813
Jean Mounet-Sully,"1841","1916",nm0609814,nm0609814
Dan Moyles,"1873","1933",nm0610505,nm0610505
Umberto Mozzato,"1879","1947",nm0610618,nm0610618
Ivan Mozzhukhin,"1889","1939",nm0610620,nm0610620
Jack Mulhall,"1887","1979",nm0611804,nm0611804
Otto Mulhauser,\N,\N,nm0611814,nm0611814
Jode Mullally,"1886","1918",nm0611913,nm0611913
Johnnie Mullens,"1884","1978",nm0612071,nm0612071
Eugene Mullin,"1894","1967",nm0612348,nm0612348
Douglas Munro,"1862","1924",nm0613115,nm0613115
L. Munsal,\N,\N,nm0613214,nm0613214
Señora Muntal,\N,\N,nm0613286,nm0613286
Lucien Muratore,"1878","1954",nm0613623,nm0613623
Robert Murdock,"1893",\N,nm0613810,nm0613810
Magín Murià,\N,\N,nm0613966,nm0613966
A.N. Murphy,\N,\N,nm0614069,nm0614069
John A. Murphy,"1861","1947",nm0614395,nm0614395
John Daly Murphy,"1873","1934",nm0614398,nm0614398
Charles Murray,"1872","1941",nm0614879,nm0614879
J.S. Murray,"1862","1939",nm0615003,nm0615003
M. Gray Murray,"1871","1937",nm0615139,nm0615139
Margaret Murray,"1868","1947",nm0615150,nm0615150
Marie Murray,"1882","1967",nm0615155,nm0615155
George Musgrove,"1854","1916",nm0615670,nm0615670
Bennet Musson,"1866","1946",nm0615912,nm0615912
Carmen Muñoz Gar,\N,\N,nm0616322,nm0616322
Pedro Muñoz Seca,"1879","1936",nm0616346,nm0616346
Harry Myers,"1882","1938",nm0616729,nm0616729
Gerö Mály,"1884","1952",nm0617242,nm0617242
Emilia Márkus,"1860","1949",nm0617272,nm0617272
Georges Méliès,"1861","1938",nm0617588,nm0617588
Prosper Mérimée,"1803","1870",nm0617737,nm0617737
Mévisto,"1859","1927",nm0617787,nm0617787
Louis Möller,\N,\N,nm0617885,nm0617885
Frk. Møller,\N,\N,nm0617963,nm0617963
Valdemar Møller,"1885","1947",nm0618000,nm0618000
Anna Müller-Lincke,"1868","1935",nm0618054,nm0618054
Endre Nagy,"1877","1938",nm0619451,nm0619451
Louis Nalpas,\N,\N,nm0620586,nm0620586
Betty Nansen,"1873","1943",nm0620938,nm0620938
Stacia Napierkowska,"1886","1945",nm0621051,nm0621051
P.W. Nares,"1867","1924",nm0621417,nm0621417
Florence Nash,"1888","1950",nm0621717,nm0621717
George Nash,"1865","1944",nm0621723,nm0621723
Percy Nash,"1868","1958",nm0621797,nm0621797
Thomas S. Nash,\N,\N,nm0621817,nm0621817
Flora Nason,"1876",\N,nm0621891,nm0621891
George G. Nathan,\N,\N,nm0622220,nm0622220
Francesca Nathansen,"1858","1944",nm0622273,nm0622273
Florence Natol,"1880",\N,nm0622359,nm0622359
Gull Natorp,"1880","1962",nm0622379,nm0622379
J.G. Nattinger,\N,\N,nm0622441,nm0622441
Mary Navarro,"1859","1940",nm0622754,nm0622754
René Navarre,"1877","1968",nm0622772,nm0622772
Ernesto Nazareth,"1863","1934",nm0623344,nm0623344
Frances Ne Moyer,"1896","1981",nm0623532,nm0623532
Hazel Neason,"1891","1920",nm0623817,nm0623817
Clara Nebelong,"1881","1943",nm0623866,nm0623866
M.A. Neff,\N,"1915",nm0624304,nm0624304
Pauline Neff,"1885","1951",nm0624311,nm0624311
Fernanda Negri Pouget,"1889","1955",nm0624446,nm0624446
Pola Negri,"1897","1987",nm0624470,nm0624470
Ernst Reicher,"1885","1936",nm0624601,nm0624601
Nicolai Neiiendam,"1865","1945",nm0624652,nm0624652
Marshall Neilan,"1891","1958",nm0624714,nm0624714
James Neill,"1860","1931",nm0624735,nm0624735
Richard Neill,"1875","1970",nm0624752,nm0624752
Francis Neilson,"1867","1961",nm0624805,nm0624805
Doris Nelson,"1886","1934",nm0625328,nm0625328
E.M. Nelson,\N,\N,nm0625340,nm0625340
Frances Nelson,"1892","1975",nm0625368,nm0625368
Jack Nelson,"1882","1948",nm0625424,nm0625424
Jennie Nelson,\N,\N,nm0625453,nm0625453
Alberto Nepoti,"1876","1937",nm0626131,nm0626131
Evelyn Nesbit,"1884","1967",nm0626336,nm0626336
Miriam Nesbitt,"1873","1954",nm0626370,nm0626370
Victor Neumann,"1852","1924",nm0627140,nm0627140
Alwin Neuß,"1879","1935",nm0627274,nm0627274
Ada Neville,\N,\N,nm0627421,nm0627421
Augustus Neville,"1879","1963",nm0627427,nm0627427
Babs Neville,\N,\N,nm0627428,nm0627428
Frank Newburg,"1886","1969",nm0627617,nm0627617
Robert Newhard,"1884","1945",nm0627877,nm0627877
Maria Newman,"1962",\N,nm0628190,nm0628190
Charles Newton,"1874","1926",nm0628472,nm0628472
Jack Newton,\N,\N,nm0628526,nm0628526
Marie Newton,"1897",\N,nm0628557,nm0628557
Mr. Newton,\N,\N,nm0628567,nm0628567
Fred Niblo,"1874","1948",nm0629243,nm0629243
George Nichols,"1864","1927",nm0629589,nm0629589
Marguerite Nichols,"1892","1941",nm0629652,nm0629652
Norma Nichols,"1894","1989",nm0629681,nm0629681
Walter Nichols,\N,\N,nm0629757,nm0629757
Meredith M. Nicholson,"1866","1947",nm0629884,nm0629884
R.D. Nicholson,\N,\N,nm0629906,nm0629906
Marie Niedermann,"1880","1967",nm0630641,nm0630641
Arnold Richard Nielsen,"1877","1951",nm0630737,nm0630737
H.C. Nielsen,"1880","1941",nm0630818,nm0630818
Mathilde Nielsen,"1858","1945",nm0630927,nm0630927
Søren Nielsen,"1853","1922",nm0630993,nm0630993
Agda Nilsson,\N,\N,nm0631025,nm0631025
William Nigh,"1881","1955",nm0631438,nm0631438
Linda Niko,"1853","1905",nm0631776,nm0631776
Carlotta Nillson,"1879","1951",nm0632072,nm0632072
Anna Q. Nilsson,"1888","1974",nm0632160,nm0632160
Emilia Nirschy,"1889","1976",nm0632577,nm0632577
Charles E. Nixon,"1890","1949",nm0633215,nm0633215
Florence Noar,"1881","1935",nm0633458,nm0633458
Chr. Nobel,\N,\N,nm0633478,nm0633478
John W. Noble,"1880","1946",nm0633605,nm0633605
Dolly Nobles,"1861","1930",nm0633690,nm0633690
Milton Nobles,"1844","1924",nm0633693,nm0633693
Sara Nobre,"1896","1966",nm0633722,nm0633722
Billy Noel,"1890","1969",nm0633860,nm0633860
Renee Noel,\N,\N,nm0633901,nm0633901
Paulette Noizeux,"1887","1971",nm0634170,nm0634170
Edward Nolan,"1888","1943",nm0634268,nm0634268
Alejandro Nolla,"1881","1944",nm0634472,nm0634472
H.M.L. Nolte,\N,\N,nm0634515,nm0634515
Lucien Nonguet,"1869","1955",nm0634629,nm0634629
Gunnar Norberg,\N,\N,nm0634865,nm0634865
Frank Norcross,"1857","1926",nm0634920,nm0634920
Gertrude Norman,"1848","1943",nm0635500,nm0635500
Karin Norman,"1877","1960",nm0635545,nm0635545
Mabel Normand,"1892","1930",nm0635667,nm0635667
Anna Norrie,"1860","1957",nm0635752,nm0635752
Frank Norris,"1870","1902",nm0635805,nm0635805
William Norris,"1870","1929",nm0635919,nm0635919
Wilfrid North,"1863","1935",nm0636076,nm0636076
Harry Northrup,"1875","1936",nm0636132,nm0636132
Edgar Norton,"1868","1953",nm0636199,nm0636199
Richard Norton,\N,\N,nm0636281,nm0636281
Roy Norton,"1869","1942",nm0636288,nm0636288
Ronald Notcutt,\N,\N,nm0636556,nm0636556
Constantin Nottara,\N,\N,nm0636620,nm0636620
Jane Novak,"1896","1990",nm0636857,nm0636857
Amleto Novelli,"1881","1924",nm0637019,nm0637019
Ermete Novelli,"1851","1919",nm0637025,nm0637025
Wedgwood Nowell,"1878","1957",nm0637423,nm0637423
Wilfred Noy,"1883","1948",nm0637507,nm0637507
Gustaf von Numers,"1848","1913",nm0637902,nm0637902
Joseph Nurnberger,\N,\N,nm0638210,nm0638210
Antal Nyáray,"1868","1920",nm0638929,nm0638929
Barry O'Brien,"1893","1961",nm0639435,nm0639435
Geraldine O'Brien,\N,\N,nm0639566,nm0639566
J. O'Brien,\N,\N,nm0639588,nm0639588
John B. O'Brien,"1884","1936",nm0639631,nm0639631
Tom O'Brien,"1890","1947",nm0639855,nm0639855
Edward O'Connor,"1862","1932",nm0640311,nm0640311
Loyola O'Connor,"1868","1931",nm0640421,nm0640421
Mary H. O'Connor,"1872","1959",nm0640437,nm0640437
M.T. O'Donohue,\N,\N,nm0640889,nm0640889
Fred O'Donovan,"1884","1952",nm0640901,nm0640901
John O'Hara,\N,\N,nm0641277,nm0641277
Thomas O'Keefe,\N,\N,nm0641498,nm0641498
Barry O'Neil,"1865","1918",nm0641967,nm0641967
Frank O'Neil,"1893","1917",nm0642000,nm0642000
Nance O'Neil,"1874","1965",nm0642042,nm0642042
Peggy O'Neil,"1894","1960",nm0642051,nm0642051
Edward O'Neill,"1862","1938",nm0642148,nm0642148
James O'Neill,"1847","1920",nm0642189,nm0642189
James O'Neill,"1863","1938",nm0642190,nm0642190
William O'Neill,\N,\N,nm0642339,nm0642339
Alfred O'Shea,\N,\N,nm0642621,nm0642621
James O'Shea,"1889",\N,nm0642649,nm0642649
Anthony O'Sullivan,"1855","1920",nm0642722,nm0642722
Ethelmary Oakland,"1909","1999",nm0642995,nm0642995
Laura Oakley,"1879","1957",nm0643025,nm0643025
Wheeler Oakman,"1890","1949",nm0643048,nm0643048
Max Obal,"1881","1949",nm0643138,nm0643138
Adelaide Ober,"1842","1922",nm0643200,nm0643200
George Ober,"1849","1912",nm0643206,nm0643206
Hans Oberländer,"1870",\N,nm0643290,nm0643290
Louise Obermaier,\N,\N,nm0643302,nm0643302
Olga Obolenskaya,"1886","1985",nm0643432,nm0643432
Vladimir Obolensky,\N,\N,nm0643442,nm0643442
Herman Obrock Jr.,"1891","1939",nm0643535,nm0643535
Tasker L. Oddie,\N,\N,nm0643921,nm0643921
Charles Ogle,"1865","1940",nm0644728,nm0644728
Wilgot Ohlsson,"1859",\N,nm0645095,nm0645095
Dolly Ohnet,\N,\N,nm0645137,nm0645137
Lola Ojal,\N,\N,nm0645281,nm0645281
Sidney Olcott,"1873","1949",nm0646058,nm0646058
Barney Oldfield,"1878","1946",nm0646117,nm0646117
Francisco Oliver,\N,\N,nm0646844,nm0646844
Guy Oliver,"1878","1932",nm0646851,nm0646851
Luisa Oliván,\N,\N,nm0647274,nm0647274
Jerome J. Olsen,\N,\N,nm0647682,nm0647682
Lauritz Olsen,"1872","1955",nm0647719,nm0647719
Ole Olsen,"1863","1943",nm0647763,nm0647763
Robert Olsson,"1877","1941",nm0648130,nm0648130
Roberto Omegna,"1876","1948",nm0648372,nm0648372
Byron Ongley,"1876","1915",nm0648688,nm0648688
E. Phillips Oppenheim,"1866","1946",nm0649155,nm0649155
James Oppenheim,"1882","1932",nm0649162,nm0649162
Frank Opperman,"1861","1922",nm0649211,nm0649211
Ressel Orla,"1889","1931",nm0649916,nm0649916
Madge Orlamond,"1861","1947",nm0649925,nm0649925
Ida Orloff,"1889","1945",nm0650120,nm0650120
Eugene Ormonde,\N,"1922",nm0650263,nm0650263
Boris Orsky,\N,\N,nm0650760,nm0650760
P. Ortin,\N,\N,nm0651029,nm0651029
Bud Osborne,"1884","1964",nm0651627,nm0651627
George Osborne,"1848","1916",nm0651654,nm0651654
Jefferson Osborne,"1872","1932",nm0651664,nm0651664
William Hamilton Osborne,"1873","1942",nm0651760,nm0651760
Frances Osman,\N,\N,nm0652054,nm0652054
V. Osmond,\N,\N,nm0652129,nm0652129
Kathryn Osterman,"1883","1956",nm0652376,nm0652376
Peter Ostermayr,"1882","1967",nm0652392,nm0652392
Muriel Ostriche,"1896","1989",nm0652479,nm0652479
Richard Oswald,"1880","1963",nm0652650,nm0652650
Elita Proctor Otis,"1851","1927",nm0652898,nm0652898
Fred Ott,"1860","1936",nm0653028,nm0653028
John Ott,"1850","1931",nm0653042,nm0653042
Emilie Otterdahl,"1882","1971",nm0653149,nm0653149
Rasmus Ottesen,"1871","1957",nm0653174,nm0653174
Henry Otto,"1877","1952",nm0653253,nm0653253
Paul Otto,"1878","1943",nm0653288,nm0653288
Ouida,"1839","1908",nm0653536,nm0653536
Richard F. Outcault,"1863","1928",nm0653653,nm0653653
Seena Owen,"1894","1966",nm0654262,nm0654262
Frank Owens,\N,\N,nm0654359,nm0654359
Raymond Owens,\N,\N,nm0654440,nm0654440
John Barton Oxford,"1876","1944",nm0654575,nm0654575
Adolfo Padovan,\N,\N,nm0655824,nm0655824
Arturo Padovani,\N,\N,nm0655831,nm0655831
Antonio de Padua,\N,\N,nm0655877,nm0655877
Bartolomeo Pagano,"1878","1947",nm0656034,nm0656034
George W. Page,\N,\N,nm0656182,nm0656182
Norma Page,\N,\N,nm0656293,nm0656293
Alfred Paget,"1879","1919",nm0656425,nm0656425
Mabel Paige,"1880","1954",nm0656727,nm0656727
Miguel de Palacios,"1863","1920",nm0657268,nm0657268
William 'Daddy' Paley,"1843","1924",nm0657635,nm0657635
Eugene Pallette,"1889","1954",nm0657874,nm0657874
Edwin Palmer,"1847","1914",nm0658214,nm0658214
Inda Palmer,"1853","1923",nm0658266,nm0658266
Amleto Palormi,\N,\N,nm0658775,nm0658775
George Pankey,\N,"1942",nm0659563,nm0659563
Emmeline Pankhurst,"1858","1928",nm0659564,nm0659564
Paul Panzer,"1872","1958",nm0659947,nm0659947
Salvatore Papa,\N,\N,nm0660139,nm0660139
Madeline Pardee,"1888",\N,nm0661047,nm0661047
J. Parera,\N,\N,nm0661361,nm0661361
José Parera,\N,\N,nm0661362,nm0661362
Ida May Park,"1879","1954",nm0661844,nm0661844
George Parke,\N,\N,nm0661995,nm0661995
Eleanor Parker,\N,\N,nm0662224,nm0662224
Gilbert Parker,"1862","1932",nm0662272,nm0662272
Lem B. Parker,"1864","1928",nm0662442,nm0662442
Louis N. Parker,"1852","1944",nm0662462,nm0662462
Lucy Parker,"1863","1947",nm0662463,nm0662463
Al Parks,\N,\N,nm0662900,nm0662900
Phillip Orin Parmelee,"1887","1912",nm0663095,nm0663095
Harriet Parsons,"1906","1983",nm0663832,nm0663832
Louella Parsons,"1881","1972",nm0663860,nm0663860
William Parsons,"1878","1919",nm0663923,nm0663923
Lola París,\N,\N,nm0664196,nm0664196
Manuel París,"1894","1959",nm0664197,nm0664197
Reinhold Pasch,"1883","1965",nm0664342,nm0664342
Ernesto Maria Pasquali,"1883","1919",nm0664700,nm0664700
Giovanni Pastrone,"1883","1959",nm0665163,nm0665163
Gwendolyn Pates,"1891","1970",nm0665538,nm0665538
Charles Pathé,"1863","1957",nm0665572,nm0665572
George C. Patterson,\N,\N,nm0666220,nm0666220
Joseph Medill Patterson,"1879","1946",nm0666286,nm0666286
George Pattullo,"1879","1967",nm0666662,nm0666662
Albert Paul,"1856","1928",nm0666749,nm0666749
Fred Paul,"1880","1967",nm0666835,nm0666835
Logan Paul,"1848","1932",nm0666908,nm0666908
Robert W. Paul,"1869","1943",nm0666972,nm0666972
Val Paul,"1886","1962",nm0667024,nm0667024
Georges Paulais,"1884","1967",nm0667064,nm0667064
Albert Paulig,"1873","1933",nm0667152,nm0667152
Henry Paulo,\N,\N,nm0667247,nm0667247
Charles Paulus,\N,\N,nm0667386,nm0667386
George Paxton,"1862","1914",nm0668116,nm0668116
Douglas Payne,"1875","1965",nm0668310,nm0668310
Gloria Payton,"1897","1989",nm0668519,nm0668519
Leslie T. Peacocke,"1869","1941",nm0668813,nm0668813
